[INFO] 2015-07-20 01:50:13.35 	 [AI] Generation: #19 Best specimen: ID [19000381] evaluation = -996 values: 5/9/5
[INFO] 2015-07-20 01:50:19.352 	 [AI] Creating new generation.
[INFO] 2015-07-20 01:50:19.352 	 [AI] Generation 20 added to sandbox.
[INFO] 2015-07-20 01:50:19.352 	 [AI] Generation 20 initiated.
[INFO] 2015-07-20 01:50:19.352 	 [AI] Generation 20 started processing simulations.
[INFO] 2015-07-20 01:50:19.434 	 [AI] Generation 20 finished processing simulations.
[INFO] 2015-07-20 01:50:19.434 	 [AI] Generation 20 successfully evaluated.
[INFO] 2015-07-20 01:50:19.434 	 [AI] Generation: #20 Best specimen: ID [20000401] evaluation = -996 values: 5/9/5
[INFO] 2015-07-20 01:50:19.467 	 Cycle stopped.
[INFO] 2015-07-20 01:50:19.467 	 [AI] Entering sleep mode...
